subject,subcount,error
10912,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10913,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10913,3,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3860/14507381673_3dae6d695d_b.jpg
10914,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10915,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10916,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2142/2361633421_f91a4b360b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10916,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2449/4004110132_d7acd39225_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10917,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10917,3,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5531/12242478684_457c8cdc21_b.jpg
10918,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10919,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10919,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6129/5941226991_c53f36235c_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10920,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10920,3,410 Client Error: Gone for url: https://farm9.staticflickr.com/8246/8635290406_316a696d0a_b.jpg
10921,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10922,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10922,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2927/13880918364_5a7c762813_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10923,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10923,2,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3814/12025830583_a53cc3fdff_b.jpg
10924,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10925,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10926,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10926,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2652/4116840584_89959a44d2_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10926,3,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5336/9282920035_15ce02a448_b.jpg
10927,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10928,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2910/14193234333_5ca223f9b9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10928,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2917/14326431099_fd09e2350f_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10930,2,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5553/14625975781_607e7d92e9_b.jpg
10930,3,404 Client Error: Not Found for url: https://farm5.staticflickr.com/4067/4715973281_28714ecc37_b.jpg
10931,3,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5474/14626196094_1daefd8232_b.jpg
10933,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6041/6311981961_2518f783e7_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10937,3,404 Client Error: Not Found for url: https://farm8.staticflickr.com/7366/11121646345_793d11c0f9_b.jpg
10939,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2930/14380150056_5f91e237ca_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10940,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2775/5818368656_445a33c404_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10940,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6144/5983723709_e63c45cff9_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10941,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2775/5818368656_445a33c404_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10942,2,404 Client Error: Not Found for url: https://farm5.staticflickr.com/4058/4225763027_e4a850afef_b.jpg
10943,2,404 Client Error: Not Found for url: https://farm5.staticflickr.com/4058/4225763027_e4a850afef_b.jpg
10943,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2874/11960708713_bbdaa393fa_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10945,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2058/2228219599_4c6fc7d03e_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10945,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2479/3613409132_95a46e6cb7_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10946,2,404 Client Error: Not Found for url: https://farm8.staticflickr.com/7272/7589949818_7d5fbe0936_b.jpg
10948,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2916/14444491280_4cd254b683_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10952,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2833/12799226233_5b085780b0_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10955,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2937/14203569890_7a0f94938b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10957,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2074/3542835425_8b913cdb40_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10957,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2677/5725021406_597a1a1cef_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10961,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2173/2223154441_c33f847ca2_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10963,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2852/13375078195_fc2fd3db05_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10965,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2805/10685236704_d3268fe66a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10967,2,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6108/6362407297_53542c5ba6_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10969,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2479/3613409132_95a46e6cb7_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10970,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2479/3613409132_95a46e6cb7_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10971,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2661/3677731644_67d226550b_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10975,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6108/6362407297_53542c5ba6_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10980,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2376/2342885859_deb5da3016_z.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10982,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2628/3922214514_d2c042f32c_z.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10983,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2876/12236199436_4fe973efde_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10984,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6067/6101893254_c912b20cff_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
10986,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2059/2419026491_130fa4a84e_z.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
